CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",,"Virginia Beach-Norfolk, VA-NC",Portsmouth city,Virginia,51,740,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",,"Virginia Beach-Norfolk, VA-NC",Suffolk city,Virginia,51,800,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",,"Virginia Beach-Norfolk, VA-NC",Virginia Beach city,Virginia,51,810,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",,"Virginia Beach-Norfolk, VA-NC",Williamsburg city,Virginia,51,830,Outlying
47300,,,"Visalia, CA",,,Tulare County,California,06,107,Central
47380,,,"Waco, TX",,,Falls County,Texas,48,145,Outlying
47380,,,"Waco, TX",,,McLennan County,Texas,48,309,Central
47460,,313,"Walla Walla, WA",,"Kennewick-Richland-Walla Walla, WA",Walla Walla County,Washington,53,071,Central
47580,,356,"Warner Robins, GA",,"Macon-Bibb County--Warner Robins, GA",Houston County,Georgia,13,153,Central
47580,,356,"Warner Robins, GA",,"Macon-Bibb County--Warner Robins, GA",Peach County,Georgia,13,225,Outlying
47900,23224,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Frederick-Gaithersburg-Rockville, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Frederick County,Maryland,24,021,Outlying
47900,23224,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Frederick-Gaithersburg-Rockville, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Montgomery County,Maryland,24,031,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",District of Columbia,District of Columbia,11,001,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Calvert County,Maryland,24,009,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Charles County,Maryland,24,017,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Prince George's County,Maryland,24,033,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Arlington County,Virginia,51,013,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Clarke County,Virginia,51,043,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Culpeper County,Virginia,51,047,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax County,Virginia,51,059,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fauquier County,Virginia,51,061,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Loudoun County,Virginia,51,107,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Madison County,Virginia,51,113,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Prince William County,Virginia,51,153,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Rappahannock County,Virginia,51,157,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Spotsylvania County,Virginia,51,177,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Stafford County,Virginia,51,179,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Warren County,Virginia,51,187,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Alexandria city,Virginia,51,510,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax city,Virginia,51,600,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Falls Church city,Virginia,51,610,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fredericksburg city,Virginia,51,630,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas city,Virginia,51,683,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas Park city,Virginia,51,685,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Jefferson County,West Virginia,54,037,Outlying
47940,,,"Waterloo-Cedar Falls, IA",,,Black Hawk County,Iowa,19,013,Central
47940,,,"Waterloo-Cedar Falls, IA",,,Bremer County,Iowa,19,017,Outlying
47940,,,"Waterloo-Cedar Falls, IA",,,Grundy County,Iowa,19,075,Outlying
48060,,,"Watertown-Fort Drum, NY",,,Jefferson County,New York,36,045,Central
48140,,554,"Wausau-Weston, WI",,"Wausau-Stevens Point-Wisconsin Rapids, WI",Lincoln County,Wisconsin,55,069,Outlying
48140,,554,"Wausau-Weston, WI",,"Wausau-Stevens Point-Wisconsin Rapids, WI",Marathon County,Wisconsin,55,073,Central
48260,,430,"Weirton-Steubenville, WV-OH",,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Jefferson County,Ohio,39,081,Central
48260,,430,"Weirton-Steubenville, WV-OH",,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Brooke County,West Virginia,54,009,Central
48260,,430,"Weirton-Steubenville, WV-OH",,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Hancock County,West Virginia,54,029,Central
48300,,,"Wenatchee, WA",,,Chelan County,Washington,53,007,Central
48300,,,"Wenatchee, WA",,,Douglas County,Washington,53,017,Central
48540,,,"Wheeling, WV-OH",,,Belmont County,Ohio,39,013,Central
48540,,,"Wheeling, WV-OH",,,Marshall County,West Virginia,54,051,Central
48540,,,"Wheeling, WV-OH",,,Ohio County,West Virginia,54,069,Central
48620,,556,"Wichita, KS",,"Wichita-Winfield, KS",Butler County,Kansas,20,015,Outlying
48620,,556,"Wichita, KS",,"Wichita-Winfield, KS",Harvey County,Kansas,20,079,Outlying
48620,,556,"Wichita, KS",,"Wichita-Winfield, KS",Sedgwick County,Kansas,20,173,Central
48620,,556,"Wichita, KS",,"Wichita-Winfield, KS",Sumner County,Kansas,20,191,Outlying
48660,,,"Wichita Falls, TX",,,Archer County,Texas,48,009,Outlying
48660,,,"Wichita Falls, TX",,,Clay County,Texas,48,077,Outlying
48660,,,"Wichita Falls, TX",,,Wichita County,Texas,48,485,Central
48700,,558,"Williamsport, PA",,"Williamsport-Lock Haven, PA",Lycoming County,Pennsylvania,42,081,Central
48900,,,"Wilmington, NC",,,New Hanover County,North Carolina,37,129,Central
48900,,,"Wilmington, NC",,,Pender County,North Carolina,37,141,Outlying
49020,,548,"Winchester, VA-WV",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Frederick County,Virginia,51,069,Central
49020,,548,"Winchester, VA-WV",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Winchester city,Virginia,51,840,Central
49020,,548,"Winchester, VA-WV",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Hampshire County,West Virginia,54,027,Outlying
49180,,268,"Winston-Salem, NC",,"Greensboro--Winston-Salem--High Point, NC",Davidson County,North Carolina,37,057,Central
49180,,268,"Winston-Salem, NC",,"Greensboro--Winston-Salem--High Point, NC",Davie County,North Carolina,37,059,Central
49180,,268,"Winston-Salem, NC",,"Greensboro--Winston-Salem--High Point, NC",Forsyth County,North Carolina,37,067,Central
49180,,268,"Winston-Salem, NC",,"Greensboro--Winston-Salem--High Point, NC",Stokes County,North Carolina,37,169,Central
49180,,268,"Winston-Salem, NC",,"Greensboro--Winston-Salem--High Point, NC",Yadkin County,North Carolina,37,197,Outlying
49340,,148,"Worcester, MA-CT",,"Boston-Worcester-Providence, MA-RI-NH-CT",Windham County,Connecticut,09,015,Central
49340,,148,"Worcester, MA-CT",,"Boston-Worcester-Providence, MA-RI-NH-CT",Worcester County,Massachusetts,25,027,Central
49420,,,"Yakima, WA",,,Yakima County,Washington,53,077,Central
49500,,434,"Yauco, PR",,"Ponce-Yauco-Coamo, PR",Guánica Municipio,Puerto Rico,72,055,Central
49500,,434,"Yauco, PR",,"Ponce-Yauco-Coamo, PR",Guayanilla Municipio,Puerto Rico,72,059,Central
49500,,434,"Yauco, PR",,"Ponce-Yauco-Coamo, PR",Peñuelas Municipio,Puerto Rico,72,111,Central
49500,,434,"Yauco, PR",,"Ponce-Yauco-Coamo, PR",Yauco Municipio,Puerto Rico,72,153,Central
49620,,276,"York-Hanover, PA",,"Harrisburg-York-Lebanon, PA",York County,Pennsylvania,42,133,Central
49660,,566,"Youngstown-Warren-Boardman, OH-PA",,"Youngstown-Warren, OH-PA",Mahoning County,Ohio,39,099,Central
49660,,566,"Youngstown-Warren-Boardman, OH-PA",,"Youngstown-Warren, OH-PA",Trumbull County,Ohio,39,155,Central
49660,,566,"Youngstown-Warren-Boardman, OH-PA",,"Youngstown-Warren, OH-PA",Mercer County,Pennsylvania,42,085,Central
49700,,472,"Yuba City, CA",,"Sacramento-Roseville, CA",Sutter County,California,06,101,Central
49700,,472,"Yuba City, CA",,"Sacramento-Roseville, CA",Yuba County,California,06,115,Central
49740,,,"Yuma, AZ",,,Yuma County,Arizona,04,027,Central
